existingUrl,httpStatus,recommendedDestination,redirectRequired,migrationDecision,medicalReviewClassification,searchTraffic,backlinks,verificationStatus,notes
https://www.keyholesurgeon.co.uk/laparoscopic-hernia-repair-tep-and-tapp-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"One of 10 overlapping hernia-repair URLs on the old site; consolidate into a single well-structured hernia-surgery treatment page (with sub-sections, not 10 near-duplicate pages)."
https://www.keyholesurgeon.co.uk/surgery-for-diaphragmatic-hernias-general-laparoscopic-surgeon-Hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"One of 10 overlapping hernia-repair URLs on the old site; consolidate into a single well-structured hernia-surgery treatment page (with sub-sections, not 10 near-duplicate pages)."
https://www.keyholesurgeon.co.uk/incisional-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"One of 10 overlapping hernia-repair URLs on the old site; consolidate into a single well-structured hernia-surgery treatment page (with sub-sections, not 10 near-duplicate pages)."
https://www.keyholesurgeon.co.uk/hernia-surgery-procedures-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"One of 10 overlapping hernia-repair URLs on the old site; consolidate into a single well-structured hernia-surgery treatment page (with sub-sections, not 10 near-duplicate pages)."
https://www.keyholesurgeon.co.uk/appendectomy-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/appendicectomy,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/appendicectomy-procedure-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/appendicectomy,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/spire-bushey-hospital-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/locations/spire-bushey,yes (301),redirect,requires-doctor-confirmation,not available,not available,pending,Hours/active-practice status unverified; no parking/transport/accessibility info currently.
https://www.keyholesurgeon.co.uk/the-clementine-churchill-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/locations/clementine-churchill-harrow,yes (301),redirect,requires-doctor-confirmation,not available,not available,pending,Same as above.
https://www.keyholesurgeon.co.uk/the-waterfront-business-park-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/locations/wellington-elstree,yes (301),redirect,requires-doctor-confirmation,not available,not available,pending,Same as above; page title says Wellington Hospital Elstree Waterfront despite URL slug.
https://www.keyholesurgeon.co.uk/disclaimer/,200,/medical-disclaimer,yes (301),redirect,reusable-after-editing,not available,not available,n/a,"Rewrite to current UK-GDPR/GMC-appropriate standard, don't copy verbatim."
https://www.keyholesurgeon.co.uk/privacy/,200,/privacy,yes (301),redirect,reusable-after-editing,not available,not available,n/a,Full rewrite required — see docs/decisions and Phase B legal gate; old text predates current PECR/UK GDPR expectations.
https://www.keyholesurgeon.co.uk/sitemap/,200,(none — retire),yes (410),retire,n/a,not available,not available,n/a,Superseded by XML sitemap + real site navigation; no HTML sitemap page in new IA.
https://www.keyholesurgeon.co.uk/feedback-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,(none — retire),yes (410),retire,n/a,not available,not available,n/a,Generic feedback-form page superseded by direct contact/appointment CTA.
https://www.keyholesurgeon.co.uk/tell-a-friend/,200,(none — retire),yes (410),retire,n/a,not available,not available,n/a,"Legacy engagement gimmick, no modern equivalent needed."
https://www.keyholesurgeon.co.uk/patient-resources-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/patient-information,yes (301),merge,reusable-after-editing,not available,not available,n/a,
https://www.keyholesurgeon.co.uk/general-surgery-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/laparoscopic-surgery-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/hepatobiliary-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/liver-and-spleen-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/gallbladder-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/gallbladder-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/facebook/,200,(none — retire),yes (410),retire,n/a,not available,not available,n/a,Interstitial wrapper page; footer links directly to social profiles instead.
https://www.keyholesurgeon.co.uk/incisional-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,Condition-side duplicate of the hernia-repair cluster above; same consolidation target.
https://www.keyholesurgeon.co.uk/gastroenterology-gastrointestinal-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/gastroenterology-gastrointestinal-procedures-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/acute-abdominal-pain-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/liver-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/liver-and-spleen-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/liver-masses-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/liver-and-spleen-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/gastric-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/biliary-tract-cancer-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/liver-and-spleen-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/indigestion-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/liver-cancer-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/liver-and-spleen-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/upper-gastrointestinal-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/upper-gi-endoscopy,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/belching-and-bloating-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/achalasia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/upper-gi-endoscopy,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/gallstones-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/gallbladder-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/choledocholithiasis-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/bile-duct-exploration,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/prevention-of-gastrointestinal-diseases-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/general-procedures-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"Thin, templated symptom/condition stub — meta description follows the same formulaic pattern across dozens of old-site pages, a content-mill signal, not written specifically for this practice. Consolidate rather than reuse."
https://www.keyholesurgeon.co.uk/hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,Condition-side duplicate of the hernia-repair cluster above; same consolidation target.
https://www.keyholesurgeon.co.uk/inguinal-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,Condition-side duplicate of the hernia-repair cluster above; same consolidation target.
https://www.keyholesurgeon.co.uk/hiatal-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,Condition-side duplicate of the hernia-repair cluster above; same consolidation target.
https://www.keyholesurgeon.co.uk/paraesophageal-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,Condition-side duplicate of the hernia-repair cluster above; same consolidation target.
https://www.keyholesurgeon.co.uk/lumps-and-bumps-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Minor/general-surgery procedures outside the primary UGI/HPB/hernia/robotic positioning — confirm with client whether these remain part of the offered service line before building a page.
https://www.keyholesurgeon.co.uk/skin-cancer-mole-checks-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Minor/general-surgery procedures outside the primary UGI/HPB/hernia/robotic positioning — confirm with client whether these remain part of the offered service line before building a page.
https://www.keyholesurgeon.co.uk/anorectal-abscess-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Minor/general-surgery procedures outside the primary UGI/HPB/hernia/robotic positioning — confirm with client whether these remain part of the offered service line before building a page.
https://www.keyholesurgeon.co.uk/pilonidal-sinus-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Minor/general-surgery procedures outside the primary UGI/HPB/hernia/robotic positioning — confirm with client whether these remain part of the offered service line before building a page.
https://www.keyholesurgeon.co.uk/umbilical-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,Condition-side duplicate of the hernia-repair cluster above; same consolidation target.
https://www.keyholesurgeon.co.uk/patient-reviews-testimonials-f14143/?sourc=iwantgreatcare,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,3 named testimonials shown; consent/attribution/source-platform (possibly I Want Great Care) unconfirmed.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22129/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22128/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22127/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-2/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-3/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/ypo-showcase/,200,(none — retire),yes (410),retire,n/a,not available,not available,n/a,"CONFIRMED junk: third-party platform vendor showcase page (~17,500 words, ~2,000 external links/images) with no relevance to this practice."
https://www.keyholesurgeon.co.uk/gallbladder-surgery-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/gallbladder-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/laparoscopic-cbd-exploration-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/bile-duct-exploration,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/open-cholecystectomy-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/gallbladder-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/endoscopic-retrograde-cholangiopancreatography-ercp-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/bile-duct-exploration,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/investigation-of-abnormal-liver-enzymes-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/liver-and-spleen-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,
https://www.keyholesurgeon.co.uk/hernia-treatments-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"One of 10 overlapping hernia-repair URLs on the old site; consolidate into a single well-structured hernia-surgery treatment page (with sub-sections, not 10 near-duplicate pages)."
https://www.keyholesurgeon.co.uk/open-inguinal-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"One of 10 overlapping hernia-repair URLs on the old site; consolidate into a single well-structured hernia-surgery treatment page (with sub-sections, not 10 near-duplicate pages)."
https://www.keyholesurgeon.co.uk/femoral-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"One of 10 overlapping hernia-repair URLs on the old site; consolidate into a single well-structured hernia-surgery treatment page (with sub-sections, not 10 near-duplicate pages)."
https://www.keyholesurgeon.co.uk/umbilical-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"One of 10 overlapping hernia-repair URLs on the old site; consolidate into a single well-structured hernia-surgery treatment page (with sub-sections, not 10 near-duplicate pages)."
https://www.keyholesurgeon.co.uk/excision-of-skin-and-subcutaneous-tissue-lesions-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Minor/general-surgery procedures outside the primary UGI/HPB/hernia/robotic positioning — confirm with client whether these remain part of the offered service line before building a page.
https://www.keyholesurgeon.co.uk/incision-and-drainage-of-abscess-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Minor/general-surgery procedures outside the primary UGI/HPB/hernia/robotic positioning — confirm with client whether these remain part of the offered service line before building a page.
https://www.keyholesurgeon.co.uk/drainage-of-anal-or-perirectal-abscess-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Minor/general-surgery procedures outside the primary UGI/HPB/hernia/robotic positioning — confirm with client whether these remain part of the offered service line before building a page.
https://www.keyholesurgeon.co.uk/laparoscopic-inguinal-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,200,/treatments/hernia-surgery,yes (301),merge,requires-clinical-rewrite,not available,not available,pending,"One of 10 overlapping hernia-repair URLs on the old site; consolidate into a single well-structured hernia-surgery treatment page (with sub-sections, not 10 near-duplicate pages)."
https://www.keyholesurgeon.co.uk/patient-survey-f14143/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22126/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22125/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22124/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-1/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22123/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
https://www.keyholesurgeon.co.uk/patient-survey-f14143-r22122/,200,/patient-reviews,n/a — investigate first,investigate,requires-doctor-confirmation,not available,not available,pending,Individual testimonial permalink. Whether this originates from a verifiable third-party platform (e.g. IWGC) or an unverifiable internal form determines merge vs. retire — needs client input.
