url,discoverySource,httpStatus,pageType,title,metaDescription,h1,canonical,indexable,wordCount,internalLinkCount,externalLinkCount,imageCount,imagesWithoutAlt,hasJsonLd,jsonLdTypes,structuredDataNote
https://www.keyholesurgeon.co.uk/post-op-instructions-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,patient-info,Post op Instruction | Upper GI Specialist London | Laparoscopic Surgeon London UK,"Click here to read the post-operative instructions recommended by upper GI specialist and laparoscopic surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Post-Op Instructions,(none set),true,447,26,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/insurance-info-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,patient-info,Insurance Info | Upper GI Specialist London | Laparoscopic Surgeon London UK,"Click here for insurance related information. Laparoscopic surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers laparoscopic surgery.",Insurance Info,(none set),true,132,26,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-reviews-testimonials-f14143/,sitemap.xml,200,testimonial,Patient Reviews | Upper GI Specialist London | General Surgeon Hertfordshire,"Click here to read the patient testimonials about general surgeon and upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Patient Testimonials,(none set),true,319,35,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/useful-links-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,patient-info,Useful Links | Upper GI Specialist | Keyhole Surgery London UK,"Upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers keyhole surgery and general surgery. Click ‘useful links’ for more information.",Useful Links,(none set),true,202,27,13,20,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/research-and-publications-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,other,Research & Publications | Prof. Sheth | Upper GI Specialist in Harrow UK,Click here to read the research and publications of upper GI specialist Prof. Hemant Sheth.,Research & Publications,(none set),true,879,26,17,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/gastroesophageal-reflux-disease-gerd-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Gastroesophageal Reflux Disease GERD Hertfordshire | Laparoscopic Surgeon Harrow,"Laparoscopic surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers treatment for gastroesophageal reflux disease (GERD).",Gastroesophageal Reflux Disease (GERD),(none set),true,751,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/upper-gi-endoscopy-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Upper GI Endoscopy Hertfordshire | Hematemesis London UK,"Upper GI specialist and consultant general surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers upper GI endoscopy to treat hematemesis.",Upper GI Endoscopy,(none set),true,881,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/laparoscopic-cholecystectomy-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Laparoscopic Cholecystectomy Harrow | Gallbladder Problems London UK,"Prof. Hemant Sheth is a laparoscopic surgeon in Hertfordshire, Harrow and London UK. He offers laparoscopic cholecystectomy to treat gallbladder problems.",Laparoscopic Cholecystectomy,(none set),true,1051,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Hernia Repair Hertfordshire | Hernia Repair Surgeon Harrow | General Surgery London,"Hernia repair surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers general surgery, hernia repair and keyhole surgery.",Hernia Repair,(none set),true,957,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/anti-reflux-surgery-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Anti Reflux Surgery Hertfordshire | Upper GI Specialist London UK,"Prof. Hemant Sheth is an upper GI specialist and consultant general surgeon in Hertfordshire, Harrow and London UK. He offers anti reflux surgery.",Anti-Reflux Surgery,(none set),true,609,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/upper-gi-procedures-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Upper GI Endoscopy Harrow | Laparoscopic Fundoplication London UK,"Laparoscopic surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers upper GI endoscopy and laparoscopic fundoplication.",Upper GI Procedures,(none set),true,240,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/laparoscopic-common-bile-duct-exploration-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Bile Duct Exploration Hertfordshire | Upper GI Surgeon Harrow,"Upper GI surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers bile duct exploration to examine and remove stones blocking the flow of bile.",Laparoscopic Common Bile Duct Exploration,(none set),true,429,27,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/laparoscopic-liver-resection-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Laparoscopic Liver Resection Hertfordshire | Laparoscopic Hepatectomy London UK,"Upper GI specialist & consultant general surgeonProf. Hemant Sheth in Hertfordshire, Harrow and London UK offers laparoscopic liver resection also called laparoscopic hepatectomy.",Laparoscopic Liver Resection,(none set),true,621,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/splenectomy-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Open Splenectomy Harrow | Laparoscopic Splenectomy London UK,"Laparoscopic surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers open splenectomy and laparoscopic splenectomy.",Splenectomy,(none set),true,402,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/treatments-for-hpb-disorders-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,HPB Disorders Hertfordshire | Laparoscopic Cholecystectomy Harrow,"General surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers laparoscopic cholecystectomy to treat HPB disorders.",Treatments for HPB Disorders,(none set),true,239,30,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/laparoscopic-hernia-repair-tep-and-tapp-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Laparoscopic Hernia Repair Hertfordshire | TAPP Repair| TEP Repair London UK,"Prof. Hemant Sheth is an upper GI specialist and general surgeon in Hertfordshire, Harrow and London UK. He offers laparoscopic hernia repair, TAPP repair and TEP repair.",Laparoscopic Hernia Repair TEP and TAPP,(none set),true,510,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/surgery-for-diaphragmatic-hernias-general-laparoscopic-surgeon-Hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Diaphragmatic Hernias Harrow | General Surgeon in London UK,"Learn about surgery for diaphragmatic hernias, a condition where organs from the abdomen push through a hole in the diaphragm into the chest cavity. Find information about the surgery, preparation, recovery, and potential risks.",Surgery for Diaphragmatic Hernias,(none set),true,323,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/incisional-hernia-repair-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Incisional Hernia Repair Hertfordshire | Incisional Hernia Harrow,"Prof. Hemant Sheth is a general surgeon in Hertfordshire, Harrow and London UK. He offers incisional hernia repair to treat incisional hernia. An incisional hernia is a bulge that develops from a previous abdominal surgical scar that causes weakness in the abdominal area.",Incisional Hernia Repair,(none set),true,1183,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/hernia-surgery-procedures-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Laparoscopic Hernia Surgery Hertfordshire | Appendectomy London UK,"Prof. Hemant Sheth is an upper GI specialist and consultant general surgeon in Hertfordshire, Harrow and London UK. He offers laparoscopic hernia surgery to treat hernia.",Hernia Surgery Procedures,(none set),true,238,29,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/appendectomy-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Appendectomy Harrow | Appendix London UK,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers appendectomy to treat appendix. An appendectomy is surgery to remove the appendix when it is infected.",Appendectomy,(none set),true,1012,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/appendicectomy-procedure-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Appendicectomy Hertfordshire | Appendicitis Treatment Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers appendicectomy to treat appendicitis. Appendicectomy is a surgical procedure performed to remove the appendix, a small, thin pouch attached to the large intestine.",Appendicectomy Procedure,(none set),true,220,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/spire-bushey-hospital-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,location,Spire Bushey Hospital | Upper GI & HPB Surgery Specialist in Hertfordshire,"Prof. Hemant Sheth is Upper GI and HPB surgery specialist at Spire Bushey Hospital in Hertfordshire, UK. He specialises in anti-reflux surgery, diaphragmatic hernia surgery, laparoscopic cholecystectomy and bile duct exploration.",Spire Bushey Hospital &amp; Diagnostic Centre,(none set),true,327,30,16,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/the-clementine-churchill-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,location,Prof. Sheth | The Clementine Churchill Harrow | Laparoscopic Cholecystectomy Harrow,"Prof. Hemant Sheth is a laparoscopic surgeon in Hertfordshire, Harrow and London UK. He offers anti-reflux surgery and diaphragmatic hernia surgery. For all appointments and enquiries, please call 020 8872 3872.",The Clementine Churchill Hospital &amp; Clinics,(none set),true,319,30,16,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/the-waterfront-business-park-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,location,Prof. Sheth | The Waterfront Business Park Elstree | General Surgeon Elstree,"Prof. Hemant Sheth is a general surgeon at the waterfront business park in Elstree. He offers anti-reflux surgery and diaphragmatic hernia surgery. For all appointments and enquiries, please call 020 3993 9942.",The Wellington Hospital Elstree Waterfront,(none set),true,326,30,16,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/disclaimer/,sitemap.xml,200,legal,Disclaimer | Prof. Hemant Sheth | Consultant General Surgeon London UK,"Click here to read the disclaimer statement. Prof. Hemant Sheth is an upper GI specialist and consultant general surgeon in Hertfordshire, Harrow and London UK.",Disclaimer,(none set),true,587,26,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/privacy/,sitemap.xml,200,legal,Privacy | Prof. Hemant Sheth | Laparoscopic Surgery Harrow | London UK,"Click here to read the privacy policy of laparoscopic surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK.",Privacy,(none set),true,642,26,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/sitemap/,sitemap.xml,200,other,Sitemap | Upper GI Specialist Hertfordshire | Fundoplication Harrow,"The sitemap helps you to easily navigate through our website. Prof. Hemant Sheth is an upper GI specialist in Hertfordshire, Harrow and London UK. He offers anti-reflux surgery, fundoplication, diaphragmatic hernia surgery and laparoscopic cholecystectomy.",Sitemap,(none set),true,125,26,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/feedback-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,other,"Feedback | Prof. Hemant Sheth | Upper GI Specialist Hertfordshire, London UK","We are trying to make our website as helpful and informative as possible, so we need your feedback.",Website Feedback,(none set),true,175,26,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/tell-a-friend/,sitemap.xml,200,other,Tell A Friend | Prof. Hemant Sheth | Laparoscopic Surgeon London UK,"click here to tell a friend about Prof. Hemant Sheth is a laparoscopic surgeon in Hertfordshire, Harrow and London UK. He offers anti-reflux surgery, fundoplication, diaphragmatic hernia surgery and laparoscopic cholecystectomy.",Tell a Friend,(none set),true,136,26,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/patient-resources-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,patient-info,Patient Resources | Upper GI Specialist London | Digestive Problems Hertfordshire,"Click here for all patient related information. General surgeon Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers treatment for hernia and digestive problems.",Patient Resources,(none set),true,136,26,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/general-surgery-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Laparoscopic Splenectomy Harrow | Complex Incisional Hernia Surgery London,"Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers laparoscopic splenectomy, complex incisional hernia surgery, laparoscopic appendicectomy and upper GI endoscopy.",General Surgery,(none set),true,270,27,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/laparoscopic-surgery-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Laparoscopic Surgery Harrow | Laparoscopic Surgeon London UK,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers laparoscopic surgery. Laparoscopes can be used for diagnosing and treating various conditions.",Laparoscopic Surgery,(none set),true,370,28,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/hepatobiliary-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Upper GI Specialist London UK | Hepatobiliary Disease Harrow,"Upper GI specialist Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers treatment for hepatobiliary disease. The disease can range from minor infection or scarring to serious conditions such as cancer.",Hepatobiliary Disease,(none set),true,1502,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/gallbladder-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Gallbladder Disease Hertfordshire | Gallstone Surgery in London UK,"Prof. Hemant Sheth, an upper GI specialist in Hertfordshire, Harrow and London UK offers treatment for gallbladder disease. The pain is felt on the right side of the upper abdomen and may travel to the back or right shoulder.",Gallbladder Disease,(none set),true,1293,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/facebook/,sitemap.xml,200,other,Facebook | Upper GI Specialist Harrow | Anti-Reflux Surgery London UK,Click here to follow upper GI specialist Prof. Hemant Sheth on Facebook.,Facebook,(none set),true,129,26,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/incisional-hernia-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Incisional Hernia Hertfordshire | Abdominal Pain Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers treatment for incisional hernia. The most common symptom of an incisional hernia is a visible bulge formed at the surgical site.",Incisional Hernia,(none set),true,784,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/gastroenterology-gastrointestinal-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Gastroenterology Hertfordshire | Stomach Problems London UK,"Prof. Hemant Sheth, an upper GI specialist and consultant general surgeon in Hertfordshire, Harrow and London UK offers gastroenterology and treatment for stomach problems.",Gastroenterology,(none set),true,401,27,13,14,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/gastroenterology-gastrointestinal-procedures-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Gallbladder Surgery Harrow | Anti Reflux Surgery London UK | Splenectomy Hertfordshire,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers gallbladder surgery, anti reflux surgery and splenectomy.",Gastroenterology Procedures,(none set),true,469,43,13,28,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/acute-abdominal-pain-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Acute Abdominal Hertfordshire | Cholecystitis Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers treatment for acute abdominal, cholecystitis and diverticulitis. For all appointments, please call 020 3371 1785.",Acute Abdominal Pain,(none set),true,710,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/liver-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Liver Disease Hertfordshire | Obesity Treatment London UK,"Prof. Hemant Sheth, an upper GI specialist and consultant general surgeon in Hertfordshire, Harrow and London UK offers treatment for liver disease and obesity.",Liver Disease,(none set),true,1091,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/liver-masses-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Liver Masses Harrow | Laparoscopic Surgery London UK,"Prof. Hemant Sheth, a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers laparoscopic surgery to diagnose and treat liver masses. For all appointments, please call 020 3371 1785.",Liver Masses,(none set),true,710,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/gastric-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Gastric Disease Treatment Hertfordshire | Gastroparesis Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers treatment for gastric disease and gastroparesis. For all appointments, please call 020 3371 1785.",Gastric Disease,(none set),true,542,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/biliary-tract-cancer-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Biliary Tract Cancer Hertfordshire | Itchy Skin London UK | Ulcerative Colitis Harrow,"Prof. Hemant Sheth in Hertfordshire, Harrow and London UK offers treatment for biliary tract cancer, itchy skin and ulcerative colitis.",Biliary Tract Cancer,(none set),true,833,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/indigestion-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Indigestion Harrow | Stomach Ache Treatment London UK | Gallstone Harrow,"Prof. Hemant Sheth is a laparoscopic surgeon in Hertfordshire, Harrow and London UK offers treatment for indigestion, gallstone and stomach ache. Abdominal pain is pain felt anywhere from below your ribs to your pelvis.",Indigestion,(none set),true,625,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/liver-cancer-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Liver Cancer Treatment Hertfordshire | General Surgeon Harrow,"Prof. Hemant Sheth, a general surgeon in Hertfordshire, Harrow and London UK offers treatment for liver cancer. Symptoms of liver cancer are weight loss, loss of appetite, feeling very full after a small meal.",Liver Cancer,(none set),true,929,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
https://www.keyholesurgeon.co.uk/upper-gastrointestinal-disease-general-laparoscopic-surgeon-hertfordshire-harrow-london/,sitemap.xml,200,service/condition,Barrett’s Oesophagus Hertfordshire | Upper GI Endoscopy London UK,"Prof. Hemant Sheth, an upper GI specialist & consultant general surgeon in Hertfordshire, Harrow and London UK offers upper GI endoscopy to treat Barrett’s oesophagus.",Upper Gastrointestinal Disease,(none set),true,1695,27,13,15,2,true,unparsed,JSON-LD present but did not parse as valid JSON on at least one block — technical defect to fix in rebuild
